NUMBER,IDSW,ENGLISH,INDONESIAN,FORM,ORIGINAL_FORM,LANGUAGE,LOCATION,LONGITUDE,LATITUDE,GENDER,RECORDED,MEDIALINK,REGISTER,EXCLUDE,REFERENCE,GRAMMAR_COMMENT,PRONUNCIATION_COMMENT,TRANSLATION_COMMENT,EDITING_COMMENT,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,HOLLE,SIL,REID,BLUST,LIST,SWA100,GUD200
0325a,02.362,mother (form of address),ibu (panggilan),ina,ina,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0256a,,0.0,0.0,,,
0326,02.350,father,"bapak, ayah",siama,siama,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0255,074,105.0,60.0,C143 E134 F133 G142,,43.0
0326a,02.352,father (form of address),bapak  (panggilan),ama,ama,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0255a,,0.0,0.0,,,
0327,02.370,parents,orang tua,to mogulang,"to mogulang, to meindi'  -onyo ~",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0255/25,,0.0,0.0,,,
0327,02.370,parents,orang tua,to meindi',"to mogulang, to meindi'  -onyo ~",Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,nan,-onyo ,,,,kinship,noun,,,0255/25,,0.0,0.0,,,
0328,02.455,sibling,saudara (kandung),lulus,lulus,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,noun,,hubungan kemasyarakatan,0268/26,084,262.0,0.0,,,
0331,02.457,older sibling,kakak,sia'ang,sia'ang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0270,085*,0.0,0.0,C151 E138 F137 G147,,
0333,02.456,younger sibling,adik,tuai,tuai,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0272/27,087*,0.0,0.0,C153 E139 F138 G148,,
0336,02.270,child,anak,unga,unga  mV-,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,mV-,,,,kinship,noun,,hubungan kemasyarakatan,0257/25,076,48.0,56.0,,,20.0
0339,02.273,last born child,anak bungsu,unga tuai,unga tuai -> 02.456,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-> 02.456,,,,kinship,noun,,hubungan kemasyarakatan,0258,078*,0.0,0.0,C147 G145,,
0340,02.272,first born child,anak sulung,sia'ang,sia'ang =02.457 +SDL  TPD: siaang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=02.457,,,,,kinship,noun,,hubungan kemasyarakatan,0257,077*,0.0,0.0,C146,,
0340,02.272,first born child,anak sulung,siaang,sia'ang =02.457 +SDL  TPD: siaang,Ampi,Tanampedagi,120.0116,-0.4904,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0257,077*,0.0,0.0,C146,,
0341,02.282,little child,kanak-kanak,jomounga,jomounga,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0259/26,,0.0,0.0,,,
0343,02.470,grandmother,nenek (perempuan),siopu,siopu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0264,080,0.0,0.0,C149 E137 F136 G151,,
0343a,02.472,grandmother  (form of address),nenek perempuan  (panggilan),opu,opu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0264a,,0.0,0.0,,,
0344,02.460,grandfather,kakek,sikai,sikai,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0263,081,0.0,0.0,C148 E137,,
0344a,02.462,grandfather (form of address),kakek (panggilan),kai,kai,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0263a,,0.0,0.0,,,
0346a,02.560,ancestors,nenek moyang,puang,puang -onyo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-onyo,,,,kinship,noun,,hubungan kemasyarakatan,0267,082*,0.0,0.0,C150 G152,,
0347,02.480,grandchild,cucu,mo'opu,mo'opu -nyo  SDL: moupu [2. mo'opu] +TPD  p40,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo ,,,,kinship,noun,,hubungan kemasyarakatan,0274,079,0.0,0.0,C154 E140 F139 G146,,
0347,02.480,grandchild,cucu,moupu,mo'opu -nyo  SDL: moupu [2. mo'opu] +TPD  p40,Ampi,Sidole,120.0356,-0.4768,,True,,,False,nan,,[2. mo'opu],,,kinship,noun,,hubungan kemasyarakatan,0274,079,0.0,0.0,C154 E140 F139 G146,,
0348,02.482,great-grandchild,cicit,mo'opu uongkaing,mo'opu uongkaing [wongkaeng],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[wongkaeng],,,kinship,noun,,,0274a,,0.0,0.0,,,
0349,02.483,great-great-grandchild,"cece, piut",mo'opu tolungkaing,mo'opu tolungkaing,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0274b,,0.0,0.0,,,
0352,02.520,aunt,bibi,sitete,"sitete ~, posinao",Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,nan,,,,,kinship,noun,,,0281/02,091*,0.0,0.0,C156 E142 F141 G150,,
0352,02.520,aunt,bibi,posinao,"sitete ~, posinao",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0281/02,091*,0.0,0.0,C156 E142 F141 G150,,
0352a,02.521,aunt (form of address),bibi  (panggilan),tete,"tete, naina ~",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0281/28,,0.0,0.0,,,
0352a,02.521,aunt (form of address),bibi  (panggilan),naina,"tete, naina ~",Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0281/28,,0.0,0.0,,,
0361,02.510,uncle,paman,simama',"simama' -onyo, posiamao -nyo",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-onyo,,,,kinship,noun,,,0275/02,089*,0.0,0.0,C155 E141 F140 G149,,
0361,02.510,uncle,paman,posiamao,"simama' -onyo, posiamao -nyo",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo,,,,kinship,noun,,,0275/02,089*,0.0,0.0,C155 E141 F140 G149,,
0361a,02.511,uncle (form of address),paman (panggilan),mama',mama',Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0275/28,,0.0,0.0,,,
0368,02.530,nephew/niece,kemanakan,ponungao,ponungao,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0287/02,,0.0,0.0,,,
0378,02.550,cousin,saudara sepupu (satu kali),lulus sangkaing,"lulus sangkaing (lulus uongkaing, etc.)",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,(lulus uongkaing; etc.),,kinship,noun,,,0295/02,,0.0,0.0,,,
0382,02.315,married_couple,suami isteri,montoilapi,montoilapi,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,hubungan kemasyarakatan,0318,073*,358.0,58.0,C142 E133 F132 G141,,190.0
0383,02.600,parents-in-law,mertua,memeniang,memeniang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0297,,0.0,0.0,,,
0396,02.652,spouse's sibling's spouse,biras,lago,lago,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0306/14,,0.0,0.0,Z: In-law ('cousin'outside),,
0400,02.650,brother/sister-in-law,ipar,ipag u=,ipag u=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0310/14,,0.0,0.0,"Z2.65A bayaw=broth, siipar=sis",,
0405,02.710,step-parents/children,tiri,kamana,kamana  -nyo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo,,,,kinship,noun,,,0304,,0.0,0.0,,,
0410,02.755,adopted child,anak pungut,unga piara,unga piara,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0305,,0.0,0.0,,,
0411,02.750,orphan,anak yatim,unga páilu,unga páilu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,,,0.0,0.0,,,
0412,02.430,offspring,keturunan,muli,"muli, bija",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,,,hubungan kemasyarakatan,,083*,206.0,0.0,,,
0412,02.430,offspring,keturunan,bija,"muli, bija",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,,,hubungan kemasyarakatan,,083*,206.0,0.0,,,
0413,02.760,widow/er,janda (mati),timbala,timbala,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,,,hubungan kemasyarakatan,,094*,357.0,0.0,,,
0414,02.762,divorcee,janda (cerai),timbala,=02.760,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=02.760,,,,,kinship,noun,,,,,0.0,0.0,,,
0415,02.810,"relative, kin",sanak,lulus jojoo,lulus jojoo [jejoo],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[jejoo],,,kinship,noun,,,,,0.0,0.0,,,
0417,02.816,unrelated,bukan keluarga,lauje lulus,"lauje lulus, too taninyo",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0316,,0.0,0.0,,,
0417,02.816,unrelated,bukan keluarga,too taninyo,"lauje lulus, too taninyo",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,0316,,0.0,0.0,,,
0420,02.345,bride price,mas kawin,sorong,sorong,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,culture,noun,,kebiasaan,0411,481*,0.0,0.0,C160 E146 F145 G156,,
0421,02.341,divorce,"cerai, talak  ->12.230",gaat,gaat mo- nipopo-  -omo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,mo- nipopo-  -omo,,,,kinship,noun,,,0410,,0.0,0.0,,,
0422,02.380,married person,orang yang sudah kawin,to polapimo,to polapimo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,kinship,noun,,,,,0.0,0.0,,,
0424,02.330,"marry, marriage","kawin, perkawinan",lapi,lapi mo- mompopo- nipopo- -mo  p19,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,mo- mompopo- nipopo- -mo  ,,,,culture,tr,action,,0408,,0.0,0.0,,,
0429,02.100,person,orang,too,too  p3,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,hubungan kemasyarakatan,0238,069*,214.0,53.0,C138 D17 E129 F126 G135,18.0,111.0
0432,02.253,"boy, lad (call form)",anak laki-laki  (panggilan) ->04.492,adu si=,adu si=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0250,,0.0,0.0,,,
0433,02.263,girl  (call form),anak perempuan  (panggilan) ->04.480,lei si=,lei si=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0260a,,0.0,0.0,,,
0434,02.458,twins,anak kembar,unga norapi,unga norapi,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0181,,0.0,0.0,,,
0435,02.280,"baby, infant",bayi,unga alipo ipogunga,"unga alipo ipogunga ""anak baru dilahirkan""",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,"""anak baru dilahirkan""",,humans,noun,,,0259/26,,0.0,0.0,,,
0436,02.251,"youth (male), young man (adolescent)",pemuda (laki-laki),unga logas,unga logas / ngalogas,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0247,,0.0,0.0,,,
0436,02.251,"youth (male), young man (adolescent)",pemuda (laki-laki),ngalogas,unga logas / ngalogas,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0247,,0.0,0.0,,,
0437,02.261,"virgin, young girl",gadis,unga laga,unga laga / ngalaga,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0251,,0.0,0.0,,,
0437,02.261,"virgin, young girl",gadis,ngalaga,unga laga / ngalaga,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0251,,0.0,0.0,,,
0440,02.210,"man, male",laki-laki,logas,logas  p21 p3  SDL: langkai p31,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,property,,hubungan kemasyarakatan,0241,070,176.0,54.0,C139 E130 F129 G138,17.0,93.0
0440,02.210,"man, male",laki-laki,langkai,logas  p21 p3  SDL: langkai p31,Ampi,Sidole,120.0356,-0.4768,,True,,,False,nan,,,,,humans,property,,hubungan kemasyarakatan,0241,070,176.0,54.0,C139 E130 F129 G138,17.0,93.0
0440a,02.235,gay (homosexual),banci,lenda,lenda,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,property,,hubungan kemasyarakatan,,,0.0,0.0,,,
0441,02.461,old man,laki-laki tua,langkai,langkai,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0253,,0.0,0.0,,,
0442,02.220,woman,perempuan,bebine,bebine  p3,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,property,,hubungan kemasyarakatan,0242,071,364.0,55.0,C140 D15 E131 F130 G139,16.0,195.0
0443,02.471,old woman,perempuan tua,bengkel,bengkel,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,0254,,0.0,0.0,,,
0444,18.280,name,nama,tope,tope -nyo  p41  +SDL,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo    ,,,,humans,noun,,kebiasaan,0239,475,189.0,63.0,C145 D100 E136 F125 G134,100.0,99.0
0450,19.510,"companion, friend","kawan, teman",tagu,tagu p18,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,hubungan kemasyarakatan,0320,096*,59.0,0.0,C157 E143 F142 G153,,
0451a,19.512,buddy (term of address among equals),kawan (panggilan),ega,"ega, daru ~ p17",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,,,0.0,0.0,,,
0451a,19.512,buddy (term of address among equals),kawan (panggilan),daru,"ega, daru ~ p17",Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,nan,,,,,humans,noun,,,,,0.0,0.0,,,
0452,02.107,dwarf,orang katai ->12.320,too nakudu',too nakudu',Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,humans,noun,,,1076,,0.0,0.0,,,
0453,01.100,world,dunia,junia,junia,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,,,0.0,0.0,,,
0455,01.212,"earth, soil",tanah,petu,petu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0970,197*,86.0,119.0,C36 D77 E31 F33 G35,79.0,36.0
0456,01.211,land,darat,pampang,pampang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0942,,0.0,0.0,,,
0457,01.310,water,air,ogo u=,ogo u=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0930,201,341.0,122.0,C31 D73 E26 F23 G30,75.0,181.0
0458,01.320,"sea, ocean",laut,dagat,dagat,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0931,193,250.0,124.0,C40 E34 F28 G38,,129.0
0459,01.350,wave,ombak,embo u=,embo u=  -nyo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo,,,,cosmos,noun,,,0935,,0.0,0.0,,,
0460,01.322,calm (of sea),tenang (laut),linto,linto mV-,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,mV-,,,,cosmos,stative,,,,,0.0,0.0,,,
0461,01.323,"rough (of sea), surf","gelombang bergelombang, tidak tenang",embo,embo mV- mo- mV--ong~  =01.350,Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,=01.350,mV- mo- mV--ong  ,,,,cosmos,stative,,,0936,,0.0,0.0,,,
0462,01.324,foam,"buih, busa",bura,bura [b] me- -mo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,me- -mo,[b],,,cosmos,noun,,,,,0.0,0.0,,,
0463,01.353,"lowtide, ebb",surut,nenyau taab,nenyau taab,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,event,,0932,,0.0,0.0,,,
0464,01.352,"tide, hightide",pasang,taab  nemene' taab,taab  nemene' taab,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,event,,0934,,0.0,0.0,Z1.36R,,
0466,01.270,"shore, beach",pantai,posoleang,posoleang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0938,194,258.0,0.0,,,
0468,01.255,sandbank,"gosong, beting, busung pasir",busug,busug  [b],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[b],,,cosmos,noun,,,0940,,0.0,0.0,,,
0470,01.343,"cape, point","tanjung, ujung",tanjung,tanjung,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0946,,0.0,0.0,,,
0471,01.252,"coral, reef","karang, gosong karang",pasig,"pasig (yg timbul), paas ""batu karang""",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,(yg timbul),,cosmos,noun,,,0941,,0.0,0.0,,,
0471,01.252,"coral, reef","karang, gosong karang",paas,"pasig (yg timbul), paas ""batu karang""",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,"""batu karang""",,cosmos,noun,,,0941,,0.0,0.0,,,
0472,01.250,island,pulau,pulo,pulo  -nyo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,-nyo,,,,cosmos,noun,,,0944,,0.0,0.0,,,
0473,01.330,lake,danau,lano,lano / lanu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0933,208*,157.0,126.0,C39 F27 G39,,83.0
0473,01.330,lake,danau,lanu,lano / lanu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0933,208*,157.0,126.0,C39 F27 G39,,83.0
0473a,01.332,lake (small),danau (kecil),"lindu'  ""pool","lindu'  ""pool, puddle""",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0933a,,0.0,0.0,,,
0473a,01.332,lake (small),danau (kecil),"puddle""","lindu'  ""pool, puddle""",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0933a,,0.0,0.0,,,
0474,01.360,"river, stream",sungai,ogo u=,ogo u=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0963,207*,288.0,0.0,,,119.0
0474a,01.362,"ravine, gorge",jurang,ngees,ngees,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0963a,,0.0,0.0,,,
0475,01.370,spring,mata air,mata nu ogo,"mata nu ogo, jamba ""sumur"" p21",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,noun,,alam dunia,0967,203*,0.0,0.0,C32 E27 F24 G31,,
0475,01.370,spring,mata air,jamba,"mata nu ogo, jamba ""sumur"" p21",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,"""sumur""",,,noun,,alam dunia,0967,203*,0.0,0.0,C32 E27 F24 G31,,
0476,01.390,waterfall,air terjun,wogo nenyau,wogo nenyau,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,noun,,alam dunia,,202,344.0,0.0,,,
0477,01.410,"woods, forest",hutan,gumbu,=01.380,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=01.380,,,,,cosmos,noun,,alam dunia,0955,206*,366.0,127.0,C41 E35 F29 G40,,196.0
0477b,01.415,former location of garden in forest,bekas kebun di hutan,"bonde ""bekas ladang","bonde ""bekas ladang/sawah/kebun"" p1 p2",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,+alam dunia,0955a,,0.0,0.0,,,
0477b,01.415,former location of garden in forest,bekas kebun di hutan,sawah,"bonde ""bekas ladang/sawah/kebun"" p1 p2",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,+alam dunia,0955a,,0.0,0.0,,,
0477b,01.415,former location of garden in forest,bekas kebun di hutan,"kebun""","bonde ""bekas ladang/sawah/kebun"" p1 p2",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,+alam dunia,0955a,,0.0,0.0,,,
0478,01.412,jungle,rimba raya,gumbu,=01.380,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=01.380,,,,,cosmos,noun,,,0956,,0.0,0.0,,,
0479,01.380,swamp,rawa,gumbu,gumbu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0954,,0.0,0.0,,,
0480,01.220,mountain,gunung,buyul,buyul [b],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[b],,,cosmos,noun,,alam dunia,0947,204,186.0,0.0,C42 D99 E36 F30 G41,86.0,97.0
0482,01.230,plain,dataran,pampang,pampang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0951,,0.0,0.0,,,
0483,01.240,valley,lembah,salunyo,salunyo,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0952,,0.0,0.0,,,
0484,01.224,summit,puncak,tubunyo,"tubunyo ""atasnya"", pampang =01.230",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,"""atasnya""",,,noun,,alam dunia,,205,295.0,0.0,,,
0484,01.224,summit,puncak,pampang,"tubunyo ""atasnya"", pampang =01.230",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=01.230,,,,,,noun,,alam dunia,,205,295.0,0.0,,,
0485,01.226,volcano,gunung berapi,buyul u api,buyul u api  [2. buyul wapi],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[2. buyul wapi],,,cosmos,noun,,,0958,,0.0,0.0,,,
0486a,012.850,hole,lubang ->01.280,lulu,"lulu, kolombong ~",Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,,,0.0,0.0,,,
0486a,012.850,hole,lubang ->01.280,kolombong,"lulu, kolombong ~",Ampi,Ampibabo,120.0659,-0.4526,,False,,,False,nan,,,,,cosmos,noun,,,,,0.0,0.0,,,
0488,10.710,road,jalan,jalang,jalang  p24,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0959,,0.0,0.0,,,
0490,04.374,"trace,  (foot)print","bekas (kaki), jejak ->04.855",laab,laab  +SDL,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0961,,0.0,0.0,,,
0491,01.445,lime,kapur,tatagang,tatagang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0728,214,167.0,0.0,,,
0492,01.213,dust,debu  ->01.840,lanang,lanang,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,noun,,alam dunia,,212*,84.0,11.0,,,34.0
0493,01.214,mud,"lumpur, pecek",gege,gege mV-  p19,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,mV-  ,,,,cosmos,noun,,alam dunia,0960,196,188.0,0.0,,,
0494,01.215,sand,pasir,bayas,bayas,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0971,195,246.0,121.0,C35 D76 E30 F32 G34,78.0,126.0
0495,01.440,stone,batu,polu,polu,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0969,213,288.0,120.0,C34 D75 E29 F31 G33,77.0,154.0
0496,01.510,sky,langit ->01.560,langit,langit,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0905,184*,267.0,128.0,,,138.0
0497,01.520,sun,matahari ->14.410,eleo u=,eleo u=,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0906,181,0.0,0.0,C28 D70 E23 F20 G27,72.0,157.0
0498,01.530,moon,bulan,bulang,bulang  [b],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,[b],,,cosmos,noun,,alam dunia,0908,182*,181.0,129.0,C29 D71 E24 F21 G28 Sa107,73.0,
0499,01.540,star,bintang,betuong,betuong,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0912,183,285.0,130.0,C30 D72 E25 F22 G29,74.0,152.0
0500,01.730,cloud,awan,luung,luung,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0921,185*,52.0,131.0,C37 D78 E32 F35 G36,80.0,21.0
0501,01.732,raincloud,awan hitam,luung neitong,luung neitong,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,,noun,,alam dunia,,186,226.0,0.0,,,
0502,01.750,rain,hujan,ujang u= [uujang,ujang u= [uujang/wujang],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0919,190,224.0,133.0,C33 D74 E28 F25 G32,76.0,115.0
0502,01.750,rain,hujan,wujang],ujang u= [uujang/wujang],Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0919,190,224.0,133.0,C33 D74 E28 F25 G32,76.0,115.0
0503,01.590,rainbow,pelangi,palagian,palagian,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0923,191,225.0,0.0,,,
0504,01.550,lightning,kilat,'ilat,'ilat,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,event,alam dunia,0926,189,166.0,135.0,,,
0505,01.560,thunder,"guntur, guruh  ->01.510",golung,golung,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,alam dunia,0924,188,318.0,134.0,,,
0506,01.580,storm,"badai, angin ribut",wagus nakancang,wagus nakancang  =01.720,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,=01.720,,,,,cosmos,noun,event,,0929,,0.0,0.0,,,
0507,01.585,flood,banjir,ogo baa,ogo baa,Ampi,Ampibabo,120.0659,-0.4526,,True,,,False,nan,,,,,cosmos,noun,,,0968,,0.0,0.0,,,
