NUMBER,IDSW,ENGLISH,INDONESIAN,FORM,ORIGINAL_FORM,LANGUAGE,LOCATION,LONGITUDE,LATITUDE,GENDER,RECORDED,MEDIALINK,REGISTER,EXCLUDE,REFERENCE,GRAMMAR_COMMENT,PRONUNCIATION_COMMENT,TRANSLATION_COMMENT,EDITING_COMMENT,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,HOLLE,SIL,REID,BLUST,LIST,SWA100,GUD200
0069c,04.483,clitoris,kelentit,tontoyo'ë,tontoyo'ë,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodypart,noun,,,,,0.0,0.0,,,
0070,04.670,have sexual intercourse,tubuh  bersetubuh (manusia) ->03.115,samponang,"samponang meN-  ~, gayas moN- më-RDP--an  ~",Lauje,Bou,120.0175,0.6603,,False,,,False,nan,meN-  ,,,,body,intr / ref,action,,0080,,0.0,0.0,,,
0070,04.670,have sexual intercourse,tubuh  bersetubuh (manusia) ->03.115,gayas,"samponang meN-  ~, gayas moN- më-RDP--an  ~",Lauje,Bou,120.0175,0.6603,,False,,,False,nan,moN- më-RDP--an  ,,,,body,intr / ref,action,,0080,,0.0,0.0,,,
0072,04.731,become pregnant,jadi hamil,'ompong,'ompong më-E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,më-E,,,,body,tr,,,,,0.0,0.0,,,
0075,04.720,give birth to,lahir  melahirkan  dilahirkan  #,unga,unga mogu- -me,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,mogu- -me,,,,body,tr,action,,0413/01,,0.0,0.0,,,
0076,04.470,womb,"kandungan, rahim ->02.270",'oungaang E,'oungaang E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0077,04.722,afterbirth,"tembuni, ari-ari",bonúo,bonúo -nye,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,body,noun,mass,,0180,,0.0,0.0,,,
0078,04.723,umbilical cord,tali pusat,balaong u puse,balaong u puse/pudal E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,0062,,0.0,0.0,,,
0078,04.723,umbilical cord,tali pusat,pudal E,balaong u puse/pudal E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,0062,,0.0,0.0,,,
0079,04.725,midwife,bidan ->22.410,sando,sando -nye,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,culture,noun,,,0414,,0.0,0.0,,,
